店名,業種,サービス,郵便番号,住所,電話番号
キッチンオリジン浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区 東仲町25-1,0487648370
ローストチキンコオロギ浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区 東仲町8丁目3番プレミア浦和1階,0488815077
日本料理   和彩   よね田,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区 東仲町9-5東仲町KUMAビル3階,0488133553
アズーリ   カーサ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300056,さいたま市浦和区東仲町11ー21,0488772772
焼鳥   鳥せい   北浦和店,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区常盤９ー１３ー５,0487118028
吉野家   １７号線浦和常盤店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区常盤６ー２ー１５,0488301873
にちにち草,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区常盤６ー４ー４さいたま市本庁舎東側広場市民サロン棟,0486255100
うなぎ処古賀,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤７丁目１番地２０号,0487539986
キッチン   スティックートゥ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤9丁目33番地3号ピサロビル2階,0488344433
越コーヒー店,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300061,さいたま市浦和区 常盤9丁目32番28号荘栄第一ビル1階,0488336724
レストランRPR,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー５ー１ロイヤルパインズホテル浦和１９F,0488271165
中国料理   彩湖,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー５ー１ロイヤルパインズホテル浦和18F,0488271164
日本料理   四季彩,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー５ー１ロイヤルパインズホテル浦和５F,0488271162
ペストリーショップ   ラ・モーラ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー５ー１ロイヤルパインズホテル浦和１F,0488271161
テラスダイニング   ミケーラ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー５ー１ロイヤルパインズホテル浦和１F,0488271160
吉野家   浦和仲町店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町２ー３ー２２,0488352252
浦和三国中華居酒屋,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町１ー１ー１３浦和駅前ビル3階,0486121456
VOLENTE-048,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町１ー１０ー１５ATビル１F,0487114208
あさきや,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町3-13-6,0488227625
肉バル   Girasole,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町2-15-8,0487118529
喫茶   ゆうびん屋,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町４丁目２番１４号掛川ビル１階東側,07085314835
カフェ 土瑠茶,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町4丁目11-14,0488611755
熟成和牛焼肉丸喜,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町1-9-14 2F,0488335884
料理屋   季口,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町3-12-2ルミエール浦和仲町101,0486063565
珈琲工房カフェ砂時計,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町２丁目９ー５細井ビル１０２号,0488220426
本場月島もんじゃ金太郎浦和店,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町2丁目3番地４号,0488228833
回転寿司みさき   浦和西口,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町１丁目１番１０号,0487118208
クラカワ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町1-12-5アルバビル102,05035957331
なつめ庵,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町1-11-2日建プリムローズ201,0488150055
MeltyAnnex/和うさぎ,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区仲町2-13-14大熊店舗東側,0487145459
バーレベルストック,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町1丁目11-20,0488234788
焼肉うらいち浦和仲町店,カフェ・飲食店,"さいコイン,出産・子育て",3300062,さいたま市浦和区仲町3-2-16   2F,04867782299
イタリア料理アニマロッサ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町4丁目11番地11号レインボー仲町1階,0487113695
ヴァンエール,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町１丁目2番地14号関ビル３F,0488226666
エッコラ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町1ー5ー15,0488241511
ラーラ浦和店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町1丁目5-9小宮ビルB1F,0487649805
サムシング本店,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300062,さいたま市浦和区 仲町2丁目１番５号浦和仲町KSビル1・2階,0488220847
コバトンカフェ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂３丁目１３番３号衛生会館１階,0488299227
手打ち蕎麦しば田,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区高砂2-2-2BAIGYOKU.Sビル1F,0484002150
高砂3丁目バル,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂3丁目7番地5号エスポワールビル１階,0487896300
朱苑   浦和高砂店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区高砂2丁目2番1号,0488532941
江戸前がってん寿司浦和西口店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区高砂2-6-13,0488158001
うなぎ瀧澤,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂２－１４－１７日建第二高砂ビル１階,0488259157
小梅浦和総本店,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂３－６－１２,0488292625
COCO壱番屋浦和駅西口店,カフェ・飲食店,"さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂２－６－６秩父屋ビル１階,0488143811
ちゃんこ市川,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂2丁目1番19号浦和ワシントンホテル1F,0488224163
アズーリ   クラシコ,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区高砂1ー15ー11   ７F伊勢丹浦和店,0488315555
高山商店浦和本店,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂2-14-17日建第二高砂ビル地下一階,0488339444
チキン亭,カフェ・飲食店,"ふるさとたまポン,さいコイン,たまポン,出産・子育て,限定たまポン",3300063,さいたま市浦和区 高砂3丁目12番地24号小峰ビル1階,0488233301
